Sequence1,Sequence2,Time_Seconds
49,136,0.06248
49,137,0.046868
49,138,0.062483
49,139,0.046867
49,140,0.04686
49,141,0.04683
49,142,0.062485
49,143,0.079592
49,144,0.046996
49,145,0.046864
49,146,0.062485
49,147,0.06263
49,148,0.046867
49,149,0.062642
49,150,0.049279
49,151,0.06145
49,152,0.055397
49,153,0.04801
49,154,0.047119
49,155,0.015625
49,156,0.031384
49,157,0.109315
49,158,0.062485
49,159,0.078141
49,160,0.070948
49,161,0.068334
49,162,0.043584
49,163,0.031282
49,164,0.031244
49,165,0.078297
49,166,0.031243
49,167,0.03124
49,168,0.046863
49,169,0.093729
49,170,0.055189
49,171,0.056143
49,172,0.043481
49,173,0.039873
49,174,0.051807
49,175,0.031746
49,176,0.062526
49,177,0.031244
49,178,0.04686
49,179,0.031208
49,180,0.031278
49,181,0.047751
50,51,0.071663
50,52,0.082731
50,53,0.07554
50,54,0.079848
50,55,0.076499
50,56,0.078316
50,57,0.08144
50,58,0.084726
50,59,0.078746
50,60,0.062661
50,61,0.079829
50,62,0.062832
50,63,0.060949
50,64,0.088286
50,65,0.062527
50,66,0.087888
50,67,0.071
50,68,0.062577
50,69,0.062485
50,70,0.062484
50,71,0.074097
50,72,0.07686
50,73,0.062489
50,74,0.079478
50,75,0.062525
50,76,0.062588
50,77,0.06249
50,78,0.07872
50,79,0.062982
50,80,0.062483
50,81,0.080399
50,82,0.077405
50,83,0.062484
50,84,0.062498
50,85,0.079289
50,86,0.055934
50,87,0.078106
50,88,0.062481
50,89,0.078336
50,90,0.063338
50,91,0.064284
50,92,0.060949
50,93,0.079812
50,94,0.062924
50,95,0.063087
50,96,0.065381
50,97,0.069593
50,98,0.070736
50,99,0.062901
50,100,0.071271
50,101,0.062479
50,102,0.062485
50,103,0.062485
50,104,0.046864
50,105,0.031243
50,106,0.033804
50,107,0.036658
50,108,0.024702
50,109,0.046868
50,110,0.03124
50,111,0.037452
50,112,0.042169
50,113,0.039315
50,114,0.031245
50,115,0.03124
50,116,0.031244
50,117,0.031241
50,118,0.046867
50,119,0.032852
50,120,0.032732
50,121,0.046182
50,122,0.040101
50,123,0.022634
50,124,0.019239
50,125,0
50,126,0.012505
50,127,0.015624
50,128,0.001164
50,129,0.045587
50,130,0.022366
50,131,0.031326
50,132,0.032932
50,133,0.029702
50,134,0.046866
50,135,0.031244
50,136,0.031241
50,137,0.047254
50,138,0.031233
50,139,0.033852
50,140,0.03004
50,141,0.038338
50,142,0.040256
50,143,0.03457
50,144,0.032351
50,145,0.031245
50,146,0.031241
50,147,0.046863
50,148,0.031243
50,149,0.031245
50,150,0.032944
50,151,0.045321
50,152,0.034187
50,153,0.046918
50,154,0.030987
50,155,0
50,156,0.046176
50,157,0.075391
50,158,0.032977
50,159,0.045254
50,160,0.046864
50,161,0.046864
50,162,0.019621
50,163,0.012006
50,164,0.031246
50,165,0.046864
50,166,0.015622
50,167,0.015621
50,168,0.031243
50,169,0.062485
50,170,0.03247
50,171,0.022354
50,172,0.025005
50,173,0.025117
50,174,0.023211
50,175,0.015704
50,176,0.047548
50,177,0.015662
50,178,0.032634
50,179,0.016274
50,180,0.0297
50,181,0.015625
51,52,0.078068
51,53,0.094653
51,54,0.062891
51,55,0.096117
51,56,0.062555
51,57,0.078106
51,58,0.078107
51,59,0.062676
51,60,0.078146
51,61,0.068938
51,62,0.067909
51,63,0.062573
51,64,0.076569
51,65,0.062449
51,66,0.078108
51,67,0.063958
51,68,0.077503
51,69,0.072189
51,70,0.079548
51,71,0.062967
51,72,0.078395
51,73,0.093956
51,74,0.074347
51,75,0.076723
51,76,0.079585
51,77,0.075179
51,78,0.06503
51,79,0.072927
51,80,0.076754
51,81,0.083541
51,82,0.083488
51,83,0.083206
51,84,0.192998
51,85,0.120779
51,86,0.087357
51,87,0.106283
51,88,0.090685
51,89,0.081633
51,90,0.085688
51,91,0.076955
51,92,0.071706
51,93,0.065453
51,94,0.072767
51,95,0.060714
51,96,0.075031
51,97,0.064092
51,98,0.076496
51,99,0.061973
51,100,0.076774
51,101,0.057457
51,102,0.075685
51,103,0.060413
51,104,0.046865
51,105,0.03124
51,106,0.031243
51,107,0.031242
51,108,0.031245
51,109,0.039927
51,110,0.039726
51,111,0.032345
51,112,0.046329
51,113,0.046677
51,114,0.03609
51,115,0.039704
51,116,0.037754
51,117,0.038858
51,118,0.036866
51,119,0.040704
51,120,0.037524
51,121,0.042638
51,122,0.04079
51,123,0.033152
51,124,0.01016
51,125,0.01014
51,126,0.004612
51,127,0.01016
51,128,0.014027
51,129,0.042088
51,130,0.031603
51,131,0.033455
51,132,0.032623
51,133,0.035283
51,134,0.042485
51,135,0.03984
51,136,0.038209
51,137,0.038388
51,138,0.043358
51,139,0.029765
51,140,0.041728
51,141,0.0306
51,142,0.048628
51,143,0.035599
51,144,0.027862
51,145,0.029693
51,146,0.053336
51,147,0.047995
51,148,0.045761
51,149,0.038652
51,150,0.040491
51,151,0.049197
51,152,0.048604
51,153,0.049154
51,154,0.039474
51,155,0.01736
51,156,0.039711
51,157,0.082993
51,158,0.041854
51,159,0.046252
51,160,0.046875
51,161,0.054471
51,162,0.026642
51,163,0.032452
51,164,0.024376
51,165,0.069128
51,166,0.043015
51,167,0.030969
51,168,0.025582
51,169,0.08016
51,170,0.030112
51,171,0.020724
51,172,0.033588
51,173,0.027384
51,174,0.019482
51,175,0.030491
51,176,0.046439
51,177,0.024864
51,178,0.025389
51,179,0.014042
51,180,0.031282
51,181,0.031245
52,53,0.078162
52,54,0.10785
52,55,0.080021
52,56,0.078253
52,57,0.09429
52,58,0.109939
52,59,0.239108
52,60,0.091902
52,61,0.083679
52,62,0.081616
52,63,0.071918
52,64,0.079944
52,65,0.098728
52,66,0.088099
52,67,0.257537
52,68,0.208815
52,69,0.092948
52,70,0.085234
52,71,0.076958
52,72,0.07938
52,73,0.077297
52,74,0.083397
52,75,0.068358
52,76,0.082787
52,77,0.071469
52,78,0.07891
52,79,0.084755
52,80,0.078386
52,81,0.076135
52,82,0.061375
52,83,0.094412
52,84,0.06347
52,85,0.087414
52,86,0.075529
52,87,0.081969
52,88,0.0805
52,89,0.083405
52,90,0.081527
52,91,0.070298
52,92,0.081386
52,93,0.071884
52,94,0.07651
52,95,0.069428
52,96,0.081479
52,97,0.075996
52,98,0.074131
52,99,0.070424
52,100,0.079262
52,101,0.072996
52,102,0.062578
52,103,0.078488
52,104,0.031284
52,105,0.031242
52,106,0.046828
52,107,0.044721
52,108,0.039376
52,109,0.070621
52,110,0.066409
52,111,0.054389
52,112,0.04279
52,113,0.031558
52,114,0.046864
52,115,0.031244
52,116,0.048577
52,117,0.029703
52,118,0.046864
52,119,0.031244
52,120,0.031245
52,121,0.047232
52,122,0.04734
52,123,0.031244
52,124,0.015584
52,125,0.011619
52,126,0.010845
52,127,0.007999
52,128,0.009941
52,129,0.052366
52,130,0.036941
52,131,0.033367
52,132,0.033053
52,133,0.042236
52,134,0.039567
52,135,0.043047
52,136,0.037733
52,137,0.048564
52,138,0.04962
52,139,0.038378
52,140,0.040393
52,141,0.038812
52,142,0.042683
52,143,0.040543
52,144,0.039263
52,145,0.040576
52,146,0.040884
52,147,0.049868
52,148,0.032173
52,149,0.045151
52,150,0.036564
52,151,0.044302
52,152,0.027133
52,153,0.031241
52,154,0.046984
52,155,0
52,156,0.047031
52,157,0.064199
52,158,0.055353
52,159,0.045674
52,160,0.055784
52,161,0.038253
52,162,0.041977
52,163,0.039552
52,164,0.029429
52,165,0.078183
52,166,0.028068
52,167,0.031835
52,168,0.032458
52,169,0.088679
52,170,0.021837
52,171,0.016351
52,172,0.044562
52,173,0.035273
52,174,0.030181
52,175,0.038401
52,176,0.059451
52,177,0.03175
52,178,0.034961
52,179,0.02536
52,180,0.037519
52,181,0.031037
53,54,0.099139
53,55,0.115501
53,56,0.099908
53,57,0.108851
53,58,0.097452
53,59,0.08758
53,60,0.078173
53,61,0.078637
53,62,0.079996
53,63,0.076717
53,64,0.078108
53,65,0.079592
53,66,0.062489
53,67,0.093722
53,68,0.083667
53,69,0.073032
53,70,0.078616
53,71,0.078202
53,72,0.062485
53,73,0.078107
53,74,0.081837
53,75,0.075512
53,76,0.078698
53,77,0.078555
53,78,0.062484
53,79,0.078107
53,80,0.078107
53,81,0.094603
53,82,0.079332
53,83,0.11699
53,84,0.09273
53,85,0.093002
53,86,0.089204
53,87,0.116575
53,88,0.090809
53,89,0.083927
53,90,0.089502
53,91,0.088508
53,92,0.085496
53,93,0.086085
53,94,0.092759
53,95,0.099347
53,96,0.092347
53,97,0.081166
53,98,0.094636
53,99,0.087126
53,100,0.086362
53,101,0.091394
53,102,0.091495
53,103,0.077032
53,104,0.049099
53,105,0.048961
53,106,0.039806
53,107,0.035156
53,108,0.057692
53,109,0.05057
53,110,0.041069
53,111,0.05149
53,112,0.05261
53,113,0.051915
53,114,0.086111
53,115,0.098404
53,116,0.053312
53,117,0.047777
53,118,0.048442
53,119,0.047386
53,120,0.046003
53,121,0.045757
53,122,0.0541
53,123,0.043743
53,124,0.016743
53,125,0.014787
53,126,0.008623
53,127,0.014549
53,128,0.01004
53,129,0.051089
53,130,0.038676
53,131,0.044645
53,132,0.050056
53,133,0.05683
53,134,0.058683
53,135,0.057245
53,136,0.066956
53,137,0.049825
53,138,0.051948
53,139,0.042137
53,140,0.029324
53,141,0.05266
53,142,0.03917
53,143,0.053226
53,144,0.049523
53,145,0.048947
53,146,0.049834
53,147,0.049234
53,148,0.044024
53,149,0.044835
53,150,0.043361
53,151,0.052694
53,152,0.051548
53,153,0.046036
53,154,0.024048
53,155,0.015625
53,156,0.043986
53,157,0.095791
53,158,0.060113
53,159,0.056551
53,160,0.05168
53,161,0.04886
53,162,0.031297
53,163,0.025733
53,164,0.026542
53,165,0.060114
53,166,0.021801
53,167,0.036737
53,168,0.031101
53,169,0.066257
53,170,0.033254
53,171,0.032305
53,172,0.027197
53,173,0.037697
53,174,0.025753
53,175,0.029357
53,176,0.071919
53,177,0.181013
53,178,0.113008
53,179,0.032744
53,180,0.03189
53,181,0.033865
54,55,0.098069
54,56,0.106534
54,57,0.094686
54,58,0.085129
54,59,0.083687
54,60,0.092549
54,61,0.091963
54,62,0.081997
54,63,0.084369
54,64,0.10014
54,65,0.083926
54,66,0.081466
54,67,0.090814
54,68,0.082228
54,69,0.079368
54,70,0.080679
54,71,0.080949
54,72,0.083284
54,73,0.083187
54,74,0.076419
54,75,0.062728
54,76,0.093987
54,77,0.076148
54,78,0.065514
54,79,0.099825
54,80,0.081838
54,81,0.077715
54,82,0.080242
54,83,0.082787
54,84,0.089422
54,85,0.08852
54,86,0.081697
54,87,0.090195
54,88,0.089247
54,89,0.08415
54,90,0.078378
54,91,0.086902
54,92,0.086966
54,93,0.076996
54,94,0.084825
54,95,0.073711
54,96,0.083532
54,97,0.0695
54,98,0.091112
54,99,0.082083
54,100,0.079768
54,101,0.080961
54,102,0.08711
54,103,0.064894
54,104,0.046935
54,105,0.046867
54,106,0.03128
54,107,0.03276
54,108,0.045755
54,109,0.047342
54,110,0.039436
54,111,0.048289
54,112,0.031689
54,113,0.046908
54,114,0.043506
54,115,0.033089
54,116,0.048816
54,117,0.040806
54,118,0.039385
54,119,0.047258
54,120,0.031248
54,121,0.049276
54,122,0.044758
54,123,0.04954
54,124,0.014929
54,125,0.015658
54,126,0.010181
54,127,0.014484
54,128,0.011624
54,129,0.070132
54,130,0.050688
54,131,0.042615
54,132,0.034347
54,133,0.037084
54,134,0.051907
54,135,0.042486
54,136,0.040061
54,137,0.045576
54,138,0.045288
54,139,0.031245
54,140,0.031244
54,141,0.047213
54,142,0.046373
54,143,0.032251
54,144,0.050848
54,145,0.039789
54,146,0.047575
54,147,0.043561
54,148,0.038263
54,149,0.038009
54,150,0.042078
54,151,0.050369
54,152,0.050625
54,153,0.035689
54,154,0.048303
54,155,0.010006
54,156,0.040417
54,157,0.100101
54,158,0.062962
54,159,0.054004
54,160,0.047671
54,161,0.050462
54,162,0.033252
54,163,0.016807
54,164,0.034363
54,165,0.058221
54,166,0.023848
54,167,0.030367
54,168,0.02455
54,169,0.077805
54,170,0.033401
54,171,0.030269
54,172,0.025126
54,173,0.027691
54,174,0.032236
54,175,0.027406
54,176,0.054134
54,177,0.022935
54,178,0.034348
54,179,0.024065
54,180,0.031462
54,181,0.032875
55,56,0.078899
55,57,0.093824
55,58,0.076571
55,59,0.078405
55,60,0.093691
55,61,0.07822
55,62,0.093768
55,63,0.07807
55,64,0.094132
55,65,0.078072
55,66,0.078036
55,67,0.097725
55,68,0.099135
55,69,0.096314
55,70,0.085469
55,71,0.08079
55,72,0.094636
55,73,0.08833
55,74,0.08617
55,75,0.086502
55,76,0.088311
55,77,0.077105
55,78,0.107036
55,79,0.094234
55,80,0.078107
55,81,0.078108
55,82,0.096565
55,83,0.091694
55,84,0.083479
55,85,0.087892
55,86,0.079281
55,87,0.089573
55,88,0.092715
55,89,0.082469
55,90,0.084485
55,91,0.083657
55,92,0.082926
55,93,0.08035
55,94,0.06303
55,95,0.078152
55,96,0.078105
55,97,0.094878
55,98,0.07823
55,99,0.078499
55,100,0.079825
55,101,0.076502
55,102,0.078139
55,103,0.087308
55,104,0.039004
55,105,0.048315
55,106,0.030247
55,107,0.031244
55,108,0.046866
55,109,0.031239
55,110,0.047054
55,111,0.046904
55,112,0.031244
55,113,0.04698
55,114,0.047049
55,115,0.031244
55,116,0.053872
55,117,0.041014
55,118,0.046863
55,119,0.031244
55,120,0.046864
55,121,0.047326
55,122,0.046905
55,123,0.03124
55,124,0.015625
55,125,0
55,126,0.015609
55,127,0.01563
55,128,0
55,129,0.062449
55,130,0.031633
55,131,0.046867
55,132,0.033745
55,133,0.03795
55,134,0.05475
55,135,0.031244
55,136,0.048702
55,137,0.045255
55,138,0.031243
55,139,0.046863
55,140,0.031244
55,141,0.046929
55,142,0.03124
55,143,0.046864
55,144,0.031243
55,145,0.0543
55,146,0.043671
55,147,0.044754
55,148,0.031254
55,149,0.031246
55,150,0.046864
55,151,0.046864
55,152,0.031242
55,153,0.046864
55,154,0.031243
55,155,0
55,156,0.046909
55,157,0.094061
55,158,0.056845
55,159,0.055852
55,160,0.046865
55,161,0.046862
55,162,0.035166
55,163,0.037233
55,164,0.03457
55,165,0.062164
55,166,0.032005
55,167,0.024964
55,168,0.030425
55,169,0.081998
55,170,0.036725
55,171,0.02585
55,172,0.028378
55,173,0.02969
55,174,0.031284
55,175,0.015583
55,176,0.062792
55,177,0.031733
55,178,0.031347
55,179,0.020148
55,180,0.02992
55,181,0.029669
56,57,0.101161
56,58,0.089484
56,59,0.08358
56,60,0.082732
56,61,0.076394
56,62,0.072383
56,63,0.077664
56,64,0.075721
56,65,0.079312
56,66,0.071497
56,67,0.078828
56,68,0.078501
56,69,0.062484
56,70,0.078106
56,71,0.078107
56,72,0.063349
56,73,0.078169
56,74,0.078106
56,75,0.062485
56,76,0.078268
56,77,0.062579
56,78,0.069573
56,79,0.073429
56,80,0.077959
56,81,0.078104
56,82,0.078143
56,83,0.078071
56,84,0.062487
56,85,0.078651
56,86,0.081385
56,87,0.076767
56,88,0.078082
56,89,0.062483
56,90,0.078107
56,91,0.062485
56,92,0.06299
56,93,0.077998
56,94,0.071746
56,95,0.070073
56,96,0.078073
56,97,0.062677
56,98,0.078285
56,99,0.063583
56,100,0.082462
56,101,0.066703
56,102,0.070175
56,103,0.062483
56,104,0.046864
56,105,0.035204
56,106,0.032008
56,107,0.04344
56,108,0.03305
56,109,0.030135
56,110,0.048623
56,111,0.029633
56,112,0.046864
56,113,0.033756
56,114,0.045535
56,115,0.031248
56,116,0.04857
56,117,0.029702
56,118,0.03124
56,119,0.046864
56,120,0.031245
56,121,0.046862
56,122,0.031243
56,123,0.047609
56,124,0
56,125,0.015627
56,126,0
56,127,0.015621
56,128,0
56,129,0.063032
56,130,0.03125
56,131,0.039724
56,132,0.023893
56,133,0.047258
56,134,0.031245
56,135,0.046865
56,136,0.031242
56,137,0.046864
56,138,0.031243
56,139,0.031243
56,140,0.031242
56,141,0.046864
56,142,0.031243
56,143,0.031242
56,144,0.046864
56,145,0.032061
56,146,0.04768
56,147,0.031282
56,148,0.046827
56,149,0.031243
56,150,0.031243
56,151,0.046863
56,152,0.031244
56,153,0.031242
56,154,0.04793
56,155,0
56,156,0.030709
56,157,0.078274
56,158,0.047368
56,159,0.047365
56,160,0.064319
56,161,0.045498
56,162,0.03337
56,163,0.033248
56,164,0.028563
56,165,0.048686
56,166,0.0297
56,167,0.031698
56,168,0.015663
56,169,0.078174
56,170,0.015662
56,171,0.032799
56,172,0.030166
56,173,0.031703
56,174,0.031936
56,175,0.015664
56,176,0.046861
56,177,0.031209
56,178,0.031386
56,179,0.031283
56,180,0.015585
56,181,0.031242
57,58,0.079742
57,59,0.095399
57,60,0.078611
57,61,0.079499
57,62,0.076795
57,63,0.078148
57,64,0.062444
57,65,0.078186
57,66,0.078105
57,67,0.062485
57,68,0.080806
57,69,0.061447
57,70,0.078146
57,71,0.06265
57,72,0.078636
57,73,0.079906
57,74,0.076535
57,75,0.069495
57,76,0.075841
57,77,0.059457
57,78,0.078641
57,79,0.06249
57,80,0.078107
57,81,0.062485
57,82,0.078498
57,83,0.079315
57,84,0.062852
57,85,0.078351
57,86,0.079342
57,87,0.061603
57,88,0.079069
57,89,0.078105
57,90,0.070361
57,91,0.071707
57,92,0.078143
57,93,0.062486
57,94,0.062488
57,95,0.078326
57,96,0.062736
57,97,0.062485
57,98,0.079253
57,99,0.062483
57,100,0.078105
57,101,0.062788
57,102,0.078523
57,103,0.062524
57,104,0.031249
57,105,0.046822
57,106,0.033757
57,107,0.029712
57,108,0.0331
57,109,0.031464
57,110,0.045327
57,111,0.032924
57,112,0.045401
57,113,0.031285
57,114,0.046825
57,115,0.03128
57,116,0.046863
57,117,0.031243
57,118,0.031245
57,119,0.046825
57,120,0.031242
57,121,0.04787
57,122,0.047202
57,123,0.031238
57,124,0
57,125,0.015622
57,126,0
57,127,0.015619
57,128,0.01735
57,129,0.029708
57,130,0.046168
57,131,0.032256
57,132,0.031244
57,133,0.031669
57,134,0.047
57,135,0.031244
57,136,0.046863
57,137,0.031243
57,138,0.031242
57,139,0.047903
57,140,0.031748
57,141,0.031248
57,142,0.046863
57,143,0.031287
57,144,0.031248
57,145,0.047073
57,146,0.046903
57,147,0.031209
57,148,0.046864
57,149,0.031289
57,150,0.046868
57,151,0.031281
57,152,0.03124
57,153,0.0479
57,154,0.031507
57,155,0.015622
57,156,0.031245
57,157,0.078071
57,158,0.048803
57,159,0.029703
57,160,0.046749
57,161,0.046863
57,162,0.031246
57,163,0.017302
57,164,0.029701
57,165,0.047367
57,166,0.032835
57,167,0.015441
57,168,0.031418
57,169,0.062927
57,170,0.031244
57,171,0.015623
57,172,0.031242
57,173,0.015622
57,174,0.031241
57,175,0.031208
57,176,0.04723
57,177,0.015663
57,178,0.031204
57,179,0.031633
57,180,0.031245
57,181,0.015621
58,59,0.078106
58,60,0.079335
58,61,0.078127
58,62,0.07811
58,63,0.078106
58,64,0.062485
58,65,0.078107
58,66,0.078503
58,67,0.063684
58,68,0.078609
58,69,0.083025
58,70,0.073759
58,71,0.062486
58,72,0.078402
58,73,0.062486
58,74,0.094855
58,75,0.06249
58,76,0.094681
58,77,0.063396
58,78,0.07811
58,79,0.062485
58,80,0.079755
58,81,0.08704
58,82,0.069524
58,83,0.078144
58,84,0.078107
58,85,0.078069
58,86,0.062486
58,87,0.078328
58,88,0.079271
58,89,0.06264
58,90,0.07896
58,91,0.07854
58,92,0.078485
58,93,0.062542
58,94,0.062486
58,95,0.078468
58,96,0.079363
58,97,0.062499
58,98,0.078141
58,99,0.078132
58,100,0.062491
58,101,0.078141
58,102,0.062805
58,103,0.079296
58,104,0.04745
58,105,0.031207
58,106,0.031246
58,107,0.047082
58,108,0.031243
58,109,0.031245
58,110,0.04775
58,111,0.046868
58,112,0.031243
58,113,0.046862
58,114,0.031278
58,115,0.04723
58,116,0.040539
58,117,0.038331
58,118,0.031247
58,119,0.031204
58,120,0.046899
58,121,0.031246
58,122,0.046861
58,123,0.031241
58,124,0.015623
58,125,0
58,126,0.015621
58,127,0
58,128,0.015623
58,129,0.047047
58,130,0.031205
58,131,0.031242
58,132,0.031243
58,133,0.031242
58,134,0.047934
58,135,0.046786
58,136,0.031285
58,137,0.056323
58,138,0.038536
58,139,0.033222
58,140,0.029634
58,141,0.046862
58,142,0.031242
58,143,0.031243
58,144,0.046864
58,145,0.031242
58,146,0.046864
58,147,0.040322
58,148,0.023349
58,149,0.050326
58,150,0.028243
58,151,0.048599
58,152,0.029784
58,153,0.031282
58,154,0.031243
58,155,0.015623
58,156,0.031245
58,157,0.062712
58,158,0.046868
58,159,0.046955
58,160,0.048564
58,161,0.053296
58,162,0.027693
58,163,0.013008
58,164,0.032412
58,165,0.047814
58,166,0.029702
58,167,0.031204
58,168,0.015622
58,169,0.078106
58,170,0.015622
58,171,0.031242
58,172,0.031243
58,173,0.015622
58,174,0.031242
58,175,0.015622
58,176,0.047367
58,177,0.033724
58,178,0.022205
58,179,0.023666
58,180,0.031247
58,181,0.015622
59,60,0.078439
59,61,0.079772
59,62,0.076536
59,63,0.078503
59,64,0.062653
59,65,0.101913
59,66,0.071784
59,67,0.063061
59,68,0.078106
59,69,0.062487
59,70,0.078104
59,71,0.062486
59,72,0.085088
59,73,0.072657
59,74,0.068719
59,75,0.072003
59,76,0.093523
59,77,0.078111
59,78,0.062484
59,79,0.088247
59,80,0.079491
59,81,0.06894
59,82,0.078109
59,83,0.062486
59,84,0.078106
59,85,0.062485
59,86,0.078923
59,87,0.078406
59,88,0.078072
59,89,0.078136
59,90,0.062484
59,91,0.062485
59,92,0.078106
59,93,0.062486
59,94,0.079577
59,95,0.064353
59,96,0.077572
59,97,0.062487
59,98,0.078106
59,99,0.062488
59,100,0.07861
59,101,0.063369
59,102,0.078915
59,103,0.078106
59,104,0.031243
59,105,0.031243
59,106,0.031242
59,107,0.046864
59,108,0.031243
59,109,0.031243
59,110,0.046863
59,111,0.047443
59,112,0.031208
59,113,0.047305
59,114,0.032387
59,115,0.03209
59,116,0.04709
59,117,0.031207
59,118,0.046864
59,119,0.031242
59,120,0.04715
59,121,0.048033
59,122,0.045844
59,123,0.033004
59,124,0
59,125,0.014039
59,126,0
59,127,0.015662
59,128,0.015623
59,129,0.031204
59,130,0.031279
59,131,0.040422
59,132,0.038952
59,133,0.031242
59,134,0.031242
59,135,0.046864
59,136,0.031243
59,137,0.047278
59,138,0.031246
59,139,0.046863
59,140,0.031243
59,141,0.031243
59,142,0.046864
59,143,0.031747
59,144,0.046755
59,145,0.031573
59,146,0.047974
59,147,0.046862
59,148,0.031243
59,149,0.031243
59,150,0.031243
59,151,0.046864
59,152,0.031242
59,153,0.031243
59,154,0.031242
59,155,0.015622
59,156,0.031243
59,157,0.062485
59,158,0.048058
59,159,0.054732
59,160,0.038914
59,161,0.046998
59,162,0.031247
59,163,0.015623
59,164,0.031241
59,165,0.047195
59,166,0.01566
59,167,0.03294
59,168,0.029778
59,169,0.062491
59,170,0.03124
59,171,0.015622
59,172,0.031244
59,173,0.031241
59,174,0.015622
59,175,0.039935
59,176,0.038833
59,177,0.031282
59,178,0.015623
59,179,0.031243
59,180,0.01562
59,181,0.031244
60,61,0.078399
60,62,0.062487
60,63,0.077847
60,64,0.062484
60,65,0.085092
60,66,0.079005
60,67,0.072243
60,68,0.062486
60,69,0.078072
60,70,0.078558
60,71,0.078303
60,72,0.078456
60,73,0.06369
60,74,0.078321
60,75,0.062524
60,76,0.078107
60,77,0.06245
60,78,0.078244
60,79,0.078141
60,80,0.079307
60,81,0.062526
60,82,0.078299
60,83,0.07811
60,84,0.062484
60,85,0.094299
60,86,0.078793
60,87,0.063618
60,88,0.078146
60,89,0.062486
60,90,0.078105
60,91,0.078459
60,92,0.062488
60,93,0.078542
60,94,0.071589
60,95,0.070207
60,96,0.062485
60,97,0.078156
60,98,0.062485
60,99,0.083867
60,100,0.07321
60,101,0.065756
60,102,0.077301
60,103,0.062731
60,104,0.046864
60,105,0.031244
60,106,0.031243
60,107,0.031241
60,108,0.046829
60,109,0.031243
60,110,0.046864
60,111,0.03124
60,112,0.031243
60,113,0.046864
60,114,0.040301
60,115,0.039043
60,116,0.031243
60,117,0.047328
60,118,0.031246
60,119,0.046864
60,120,0.031243
60,121,0.031242
60,122,0.046865
60,123,0.031243
60,124,0.016126
60,125,0
60,126,0.0198
60,127,0.013375
60,128,0
60,129,0.045791
60,130,0.031241
60,131,0.031633
60,132,0.047908
60,133,0.031397
60,134,0.046867
60,135,0.031243
60,136,0.046861
60,137,0.03234
60,138,0.046254
60,139,0.031243
60,140,0.031243
60,141,0.046863
60,142,0.031243
60,143,0.031243
60,144,0.046866
60,145,0.031243
60,146,0.047914
60,147,0.031448
60,148,0.031245
60,149,0.046862
60,150,0.031243
60,151,0.046866
60,152,0.031242
60,153,0.031242
60,154,0.046828
60,155,0.01365
60,156,0.01763
60,157,0.078648
60,158,0.046866
60,159,0.053846
60,160,0.041107
60,161,0.046867
60,162,0.031239
60,163,0.015625
60,164,0.033247
60,165,0.045328
60,166,0.015625
60,167,0.031239
60,168,0.015623
60,169,0.078107
60,170,0.015621
60,171,0.033012
60,172,0.01404
60,173,0.031285
60,174,0.015618
60,175,0.033364
60,176,0.046294
60,177,0.015775
60,178,0.031246
60,179,0.031244
60,180,0.015622
60,181,0.031241
61,62,0.06254
61,63,0.07811
61,64,0.062135
61,65,0.078576
61,66,0.062521
61,67,0.079172
61,68,0.078205
61,69,0.062488
61,70,0.062989
61,71,0.077999
61,72,0.062485
61,73,0.062485
61,74,0.080395
61,75,0.061719
61,76,0.06442
61,77,0.060953
61,78,0.062484
61,79,0.078914
61,80,0.078109
61,81,0.062485
61,82,0.078365
61,83,0.079541
61,84,0.062598
61,85,0.078105
61,86,0.062486
61,87,0.062485
61,88,0.078554
61,89,0.062632
61,90,0.079239
61,91,0.07811
61,92,0.062604
61,93,0.078473
61,94,0.078112
61,95,0.062484
61,96,0.06288
61,97,0.079113
61,98,0.073388
61,99,0.067496
61,100,0.062485
61,101,0.078107
61,102,0.062485
61,103,0.062486
61,104,0.031242
61,105,0.031243
61,106,0.033897
61,107,0.036509
61,108,0.042062
61,109,0.030765
61,110,0.031969
61,111,0.045304
61,112,0.031243
61,113,0.047328
61,114,0.031284
61,115,0.031468
61,116,0.031283
61,117,0.047245
61,118,0.031243
61,119,0.0314
61,120,0.046868
61,121,0.04038
61,122,0.03922
61,123,0.031245
61,124,0.015622
61,125,0
61,126,0.015621
61,127,0
61,128,0.015621
61,129,0.031243
61,130,0.031243
61,131,0.031243
61,132,0.047308
61,133,0.031282
61,134,0.031245
61,135,0.046862
61,136,0.032978
61,137,0.029757
61,138,0.046904
61,139,0.032021
61,140,0.040042
61,141,0.038834
61,142,0.031241
61,143,0.031243
61,144,0.046829
61,145,0.045614
61,146,0.033256
61,147,0.047664
61,148,0.032946
61,149,0.029706
61,150,0.046828
61,151,0.031242
61,152,0.031242
61,153,0.032055
61,154,0.040039
61,155,0.007509
61,156,0.031247
61,157,0.078107
61,158,0.031243
61,159,0.046861
61,160,0.046864
61,161,0.031243
61,162,0.031243
61,163,0.015622
61,164,0.032073
61,165,0.046832
61,166,0.015622
61,167,0.032917
61,168,0.015813
61,169,0.07769
61,170,0.015665
61,171,0.031239
61,172,0.015622
61,173,0.031242
61,174,0.015628
61,175,0.031202
61,176,0.046766
61,177,0.040957
61,178,0.021943
61,179,0.015627
61,180,0.031591
61,181,0.015662
62,63,0.078107
62,64,0.062483
62,65,0.081301
62,66,0.060946
62,67,0.078071
62,68,0.062878
62,69,0.062488
62,70,0.078107
